Name,Description,Discovery Date,Detection Method,Mass,Planet Radius,Planet Type,Orbital Radius,Eccentricity,Orbital Period,File,Uuid,Link
gj-9827-d,"""GJ 9827 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 4.04 Earths, it takes 6.2 days to complete one orbit of its star, and is 0.05591 AU from its star. Its discovery was announced in 2017.""",2017,Transit,4.04 Earths,2.022 x Earth,Neptune-like,0.05591 AU,0.0,6.2 days,exoplanet_details/gj-9827-d/,2b598c4b-cf77-47b2-958c-87c32ae189a4,https://exoplanets.nasa.gov//exoplanet-catalog/7192/gj-9827-d/
gl-378-b,"""Gl 378 b is a Neptune-like exoplanet that orbits an M-type star. Its mass is 13.02 Earths, it takes 3.8 days to complete one orbit of its star, and is 0.039435 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,13.02 Earths,0.327 x Jupiter (estimate),Neptune-like,0.039435 AU,0.11,3.8 days,exoplanet_details/gl-378-b/,9d67c262-0a1f-4928-a4a5-f292a441774a,https://exoplanets.nasa.gov//exoplanet-catalog/7288/gl-378-b/
gl-49-b,"""Gl 49 b is a Neptune-like exoplanet that orbits an M-type star. Its mass is 5.63 Earths, it takes 13.9 days to complete one orbit of its star, and is 0.0905 AU from its star. Its discovery was announced in 2019.""",2019,Radial Velocity,5.63 Earths,0.2 x Jupiter (estimate),Neptune-like,0.0905 AU,0.36,13.9 days,exoplanet_details/gl-49-b/,73c0030a-bf70-4e5a-a9a4-cfa4331c4aed,https://exoplanets.nasa.gov//exoplanet-catalog/7417/gl-49-b/
gl-686-b,"""Gl 686 b is a Neptune-like exoplanet that orbits an M-type star. Its mass is 6.624 Earths, it takes 15.5 days to complete one orbit of its star, and is 0.091 AU from its star. Its discovery was announced in 2018.""",2018,Radial Velocity,6.624 Earths,0.22 x Jupiter (estimate),Neptune-like,0.091 AU,0.05,15.5 days,exoplanet_details/gl-686-b/,209ca197-8fb9-4a47-91c1-b3851d138989,https://exoplanets.nasa.gov//exoplanet-catalog/7350/gl-686-b/
gpx-1-b,"""GPX-1 b is a gas giant exoplanet that orbits an F-type star. Its mass is 19.7 Jupiters, it takes 1.7 days to complete one orbit of its star, and is 0.0338 AU from its star. Its discovery was announced in 2021.""",2021,Transit,19.7 Jupiters,1.47 x Jupiter,Gas Giant,0.0338 AU,0.0,1.7 days,exoplanet_details/gpx-1-b/,6bc11c76-ecca-4204-9371-df367ee34cac,https://exoplanets.nasa.gov//exoplanet-catalog/7998/gpx-1-b/
gq-lupi-b,"""GQ Lupi b is a gas giant exoplanet that orbits a K-type star. Its mass is 20 Jupiters, it takes 1195.9 years to complete one orbit of its star, and is 100 AU from its star. Its discovery was announced in 2004.""",2004,Direct Imaging,20 Jupiters,3.0 x Jupiter,Gas Giant,100.0 AU,0.0,1195.9 years,exoplanet_details/gq-lupi-b/,8383d604-5f58-45e2-8bc6-131e2041fd83,https://exoplanets.nasa.gov//exoplanet-catalog/7029/gq-lupi-b/
gsc-06214-00210-b,"""GSC 06214-00210 b is a gas giant exoplanet that orbits a K-type star. Its mass is 16 Jupiters, it takes 6037.4 years to complete one orbit of its star, and is 320 AU from its star. Its discovery was announced in 2010.""",2010,Direct Imaging,16 Jupiters,1.8 x Jupiter,Gas Giant,320.0 AU,0.0,6037.4 years,exoplanet_details/gsc-06214-00210-b/,8e7a9f80-6d8e-4f34-9ef4-60ef84906557,https://exoplanets.nasa.gov//exoplanet-catalog/6564/gsc-06214-00210-b/
gu-piscium-b,"""GU Piscium b is a gas giant exoplanet that orbits a K-type star. Its mass is 11.3 Jupiters, it takes 155788.8 years to complete one orbit of its star, and is 2000 AU from its star. Its discovery was announced in 2014.""",2014,Direct Imaging,11.3 Jupiters,1.265 x Jupiter,Gas Giant,2000.0 AU,0.0,155788.8 years,exoplanet_details/gu-piscium-b/,0c197a9a-5a42-4c47-b1d2-8359db5eb3e9,https://exoplanets.nasa.gov//exoplanet-catalog/7030/gu-piscium-b/
hat-p-1-b,"""HAT-P-1 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.525 Jupiters, it takes 4.5 days to complete one orbit of its star, and is 0.05561 AU from its star. Its discovery was announced in 2006.""",2006,Transit,0.525 Jupiters,1.319 x Jupiter,Gas Giant,0.05561 AU,0.0,4.5 days,exoplanet_details/hat-p-1-b/,f42345d3-5d7d-4ce6-9f52-1e1c68ddd5b1,https://exoplanets.nasa.gov//exoplanet-catalog/5210/hat-p-1-b/
hat-p-11-b,"""HAT-P-11 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 26.69772 Earths, it takes 4.9 days to complete one orbit of its star, and is 0.05254 AU from its star. Its discovery was announced in 2008.""",2008,Transit,26.69772 Earths,0.389 x Jupiter,Neptune-like,0.05254 AU,0.22,4.9 days,exoplanet_details/hat-p-11-b/,03350c61-147e-407c-a9d5-3ccabc2bd610,https://exoplanets.nasa.gov//exoplanet-catalog/1718/hat-p-11-b/
hat-p-11-c,"""HAT-P-11 c is a gas giant exoplanet that orbits a K-type star. Its mass is 2.3 Jupiters, it takes 9.3 years to complete one orbit of its star, and is 4.13 AU from its star. Its discovery was announced in 2018.""",2018,Radial Velocity,2.3 Jupiters,1.19 x Jupiter (estimate),Gas Giant,4.13 AU,0.6,9.3 years,exoplanet_details/hat-p-11-c/,12d6a0a7-8f6c-42e9-add4-ed9051921b0c,https://exoplanets.nasa.gov//exoplanet-catalog/6312/hat-p-11-c/
hat-p-12-b,"""HAT-P-12 b is a gas giant exoplanet that orbits a K-type star. Its mass is 0.211 Jupiters, it takes 3.2 days to complete one orbit of its star, and is 0.0384 AU from its star. Its discovery was announced in 2009.""",2009,Transit,0.211 Jupiters,0.959 x Jupiter,Gas Giant,0.0384 AU,0.0,3.2 days,exoplanet_details/hat-p-12-b/,93329f88-7bba-4c70-b862-b9d05e198b2a,https://exoplanets.nasa.gov//exoplanet-catalog/1226/hat-p-12-b/
hat-p-13-b,"""HAT-P-13 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.851 Jupiters, it takes 2.9 days to complete one orbit of its star, and is 0.04383 AU from its star. Its discovery was announced in 2009.""",2009,Transit,0.851 Jupiters,1.272 x Jupiter,Gas Giant,0.04383 AU,0.01,2.9 days,exoplanet_details/hat-p-13-b/,673d2a55-8381-4121-97a4-bd0ee4ed4dbb,https://exoplanets.nasa.gov//exoplanet-catalog/1227/hat-p-13-b/
hat-p-13-c,"""HAT-P-13 c is a gas giant exoplanet that orbits a G-type star. Its mass is 14.28 Jupiters, it takes 446.3 days to complete one orbit of its star, and is 1.258 AU from its star. Its discovery was announced in 2009.""",2009,Radial Velocity,14.28 Jupiters,1.1 x Jupiter (estimate),Gas Giant,1.258 AU,0.66,446.3 days,exoplanet_details/hat-p-13-c/,5e36e6f9-6f2f-4b82-bad4-56d1f267d69d,https://exoplanets.nasa.gov//exoplanet-catalog/255/hat-p-13-c/
hat-p-14-b,"""HAT-P-14 b is a gas giant exoplanet that orbits an F-type star. Its mass is 3.44 Jupiters, it takes 4.6 days to complete one orbit of its star, and is 0.0596 AU from its star. Its discovery was announced in 2010.""",2010,Transit,3.44 Jupiters,1.42 x Jupiter,Gas Giant,0.0596 AU,0.11,4.6 days,exoplanet_details/hat-p-14-b/,047c4f8c-5ed5-45d0-9f07-7076cbef9b84,https://exoplanets.nasa.gov//exoplanet-catalog/1228/hat-p-14-b/
hat-p-15-b,"""HAT-P-15 b is a gas giant exoplanet that orbits a G-type star. Its mass is 1.94 Jupiters, it takes 10.9 days to complete one orbit of its star, and is 0.0965 AU from its star. Its discovery was announced in 2010.""",2010,Transit,1.94 Jupiters,1.06 x Jupiter,Gas Giant,0.0965 AU,0.19,10.9 days,exoplanet_details/hat-p-15-b/,6d74d13b-8442-4dcd-bd61-3b2f47d15b41,https://exoplanets.nasa.gov//exoplanet-catalog/1229/hat-p-15-b/
hat-p-16-b,"""HAT-P-16 b is a gas giant exoplanet that orbits an F-type star. Its mass is 4.193 Jupiters, it takes 2.8 days to complete one orbit of its star, and is 0.0413 AU from its star. Its discovery was announced in 2010.""",2010,Transit,4.193 Jupiters,1.289 x Jupiter,Gas Giant,0.0413 AU,0.04,2.8 days,exoplanet_details/hat-p-16-b/,5024c2d2-2eb1-47f9-878d-2db835eacd99,https://exoplanets.nasa.gov//exoplanet-catalog/1230/hat-p-16-b/
hat-p-17-b,"""HAT-P-17 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.58 Jupiters, it takes 10.3 days to complete one orbit of its star, and is 0.0882 AU from its star. Its discovery was announced in 2010.""",2010,Transit,0.58 Jupiters,1.05 x Jupiter,Gas Giant,0.0882 AU,0.35,10.3 days,exoplanet_details/hat-p-17-b/,f58c8142-a709-4030-aa86-d04754de1539,https://exoplanets.nasa.gov//exoplanet-catalog/1231/hat-p-17-b/
hat-p-17-c,"""HAT-P-17 c is a gas giant exoplanet that orbits a G-type star. Its mass is 3.4 Jupiters, it takes 15.3 years to complete one orbit of its star, and is 5.6 AU from its star. Its discovery was announced in 2010.""",2010,Radial Velocity,3.4 Jupiters,1.17 x Jupiter (estimate),Gas Giant,5.6 AU,0.39,15.3 years,exoplanet_details/hat-p-17-c/,1f26c222-7706-4c00-8cf3-1c1403f2624c,https://exoplanets.nasa.gov//exoplanet-catalog/256/hat-p-17-c/
hat-p-18-b,"""HAT-P-18 b is a gas giant exoplanet that orbits a K-type star. Its mass is 0.197 Jupiters, it takes 5.5 days to complete one orbit of its star, and is 0.0559 AU from its star. Its discovery was announced in 2010.""",2010,Transit,0.197 Jupiters,0.995 x Jupiter,Gas Giant,0.0559 AU,0.08,5.5 days,exoplanet_details/hat-p-18-b/,b30735f7-ce63-449a-8dd9-82f14dce3dfa,https://exoplanets.nasa.gov//exoplanet-catalog/1232/hat-p-18-b/
hat-p-19-b,"""HAT-P-19 b is a gas giant exoplanet that orbits a K-type star. Its mass is 0.292 Jupiters, it takes 4 days to complete one orbit of its star, and is 0.0466 AU from its star. Its discovery was announced in 2010.""",2010,Transit,0.292 Jupiters,1.132 x Jupiter,Gas Giant,0.0466 AU,0.07,4 days,exoplanet_details/hat-p-19-b/,bc7449a1-d682-4df8-898b-80a2fac12743,https://exoplanets.nasa.gov//exoplanet-catalog/1342/hat-p-19-b/
hat-p-2-b,"""HAT-P-2 b is a gas giant exoplanet that orbits an F-type star. Its mass is 8.7 Jupiters, it takes 5.6 days to complete one orbit of its star, and is 0.06814 AU from its star. Its discovery was announced in 2007.""",2007,Transit,8.7 Jupiters,0.951 x Jupiter,Gas Giant,0.06814 AU,0.52,5.6 days,exoplanet_details/hat-p-2-b/,b80f3491-cfdc-4110-9728-1624179524bc,https://exoplanets.nasa.gov//exoplanet-catalog/1220/hat-p-2-b/
hat-p-20-b,"""HAT-P-20 b is a gas giant exoplanet that orbits a K-type star. Its mass is 7.246 Jupiters, it takes 2.9 days to complete one orbit of its star, and is 0.0361 AU from its star. Its discovery was announced in 2010.""",2010,Transit,7.246 Jupiters,0.867 x Jupiter,Gas Giant,0.0361 AU,0.02,2.9 days,exoplanet_details/hat-p-20-b/,f63c5276-63a3-4fdd-b974-f61558dc5fcd,https://exoplanets.nasa.gov//exoplanet-catalog/6028/hat-p-20-b/
hat-p-21-b,"""HAT-P-21 b is a gas giant exoplanet that orbits a G-type star. Its mass is 4.87 Jupiters, it takes 4.1 days to complete one orbit of its star, and is 0.0494 AU from its star. Its discovery was announced in 2010.""",2010,Transit,4.87 Jupiters,1.11 x Jupiter,Gas Giant,0.0494 AU,0.23,4.1 days,exoplanet_details/hat-p-21-b/,ff52126e-551b-4b1c-8839-87c9afe7f7a3,https://exoplanets.nasa.gov//exoplanet-catalog/1343/hat-p-21-b/
hat-p-22-b,"""HAT-P-22 b is a gas giant exoplanet that orbits a G-type star. Its mass is 2.47 Jupiters, it takes 3.2 days to complete one orbit of its star, and is 0.0414 AU from its star. Its discovery was announced in 2010.""",2010,Transit,2.47 Jupiters,1.15 x Jupiter,Gas Giant,0.0414 AU,0.02,3.2 days,exoplanet_details/hat-p-22-b/,571eeebd-8fd7-4cea-86c6-8c912ed0824b,https://exoplanets.nasa.gov//exoplanet-catalog/1344/hat-p-22-b/
hat-p-23-b,"""HAT-P-23 b is a gas giant exoplanet that orbits a G-type star. Its mass is 1.34 Jupiters, it takes 1.2 days to complete one orbit of its star, and is 0.0232 AU from its star. Its discovery was announced in 2010.""",2010,Transit,1.34 Jupiters,1.09 x Jupiter,Gas Giant,0.0232 AU,0.11,1.2 days,exoplanet_details/hat-p-23-b/,48597fa8-c6a4-4bb8-a033-6911b72e2dec,https://exoplanets.nasa.gov//exoplanet-catalog/1345/hat-p-23-b/
hat-p-24-b,"""HAT-P-24 b is a gas giant exoplanet that orbits an F-type star. Its mass is 0.75 Jupiters, it takes 3.4 days to complete one orbit of its star, and is 0.04651 AU from its star. Its discovery was announced in 2010.""",2010,Transit,0.75 Jupiters,1.3 x Jupiter,Gas Giant,0.04651 AU,0.07,3.4 days,exoplanet_details/hat-p-24-b/,50f539ec-7776-45c8-bbe2-7116d50fe331,https://exoplanets.nasa.gov//exoplanet-catalog/1346/hat-p-24-b/
hat-p-25-b,"""HAT-P-25 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.569 Jupiters, it takes 3.7 days to complete one orbit of its star, and is 0.0466 AU from its star. Its discovery was announced in 2010.""",2010,Transit,0.569 Jupiters,1.135 x Jupiter,Gas Giant,0.0466 AU,0.02,3.7 days,exoplanet_details/hat-p-25-b/,0cd60294-8ee8-42f0-b089-3cfcf2cbf5cc,https://exoplanets.nasa.gov//exoplanet-catalog/1347/hat-p-25-b/
hat-p-26-b,"""HAT-P-26 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 22.2481 Earths, it takes 4.2 days to complete one orbit of its star, and is 0.0479 AU from its star. Its discovery was announced in 2010.""",2010,Transit,22.2481 Earths,0.63 x Jupiter,Neptune-like,0.0479 AU,0.12,4.2 days,exoplanet_details/hat-p-26-b/,5655e274-64bf-415b-9692-202c8ba93028,https://exoplanets.nasa.gov//exoplanet-catalog/1348/hat-p-26-b/
hat-p-27-b,"""HAT-P-27 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.62 Jupiters, it takes 3 days to complete one orbit of its star, and is 0.04 AU from its star. Its discovery was announced in 2011.""",2011,Transit,0.62 Jupiters,1.02 x Jupiter,Gas Giant,0.04 AU,0.0,3 days,exoplanet_details/hat-p-27-b/,80f5f362-bdaa-40bf-8a06-716f68b97516,https://exoplanets.nasa.gov//exoplanet-catalog/1349/hat-p-27-b/
hat-p-28-b,"""HAT-P-28 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.626 Jupiters, it takes 3.3 days to complete one orbit of its star, and is 0.0434 AU from its star. Its discovery was announced in 2011.""",2011,Transit,0.626 Jupiters,1.212 x Jupiter,Gas Giant,0.0434 AU,0.05,3.3 days,exoplanet_details/hat-p-28-b/,aae2a79d-0f03-40c8-b6de-8e654c33def6,https://exoplanets.nasa.gov//exoplanet-catalog/1350/hat-p-28-b/
hat-p-29-b,"""HAT-P-29 b is a gas giant exoplanet that orbits an F-type star. Its mass is 0.88 Jupiters, it takes 5.7 days to complete one orbit of its star, and is 0.0667 AU from its star. Its discovery was announced in 2011.""",2011,Transit,0.88 Jupiters,1.17 x Jupiter,Gas Giant,0.0667 AU,0.09,5.7 days,exoplanet_details/hat-p-29-b/,fa654360-4b43-4218-964a-4ffa771e07eb,https://exoplanets.nasa.gov//exoplanet-catalog/1351/hat-p-29-b/
hat-p-3-b,"""HAT-P-3 b is a gas giant exoplanet that orbits a K-type star. Its mass is 0.65 Jupiters, it takes 2.9 days to complete one orbit of its star, and is 0.03866 AU from its star. Its discovery was announced in 2007.""",2007,Transit,0.65 Jupiters,0.94 x Jupiter,Gas Giant,0.03866 AU,0.0,2.9 days,exoplanet_details/hat-p-3-b/,8cd3e0d8-b167-43da-a39e-92762d4bb5bd,https://exoplanets.nasa.gov//exoplanet-catalog/1221/hat-p-3-b/
hat-p-30-b,"""HAT-P-30 b is a gas giant exoplanet that orbits an F-type star. Its mass is 0.83 Jupiters, it takes 2.8 days to complete one orbit of its star, and is 0.0419 AU from its star. Its discovery was announced in 2011.""",2011,Transit,0.83 Jupiters,1.44 x Jupiter,Gas Giant,0.0419 AU,0.04,2.8 days,exoplanet_details/hat-p-30-b/,4e108c2a-9fd6-4f0c-b589-0dc2c2495665,https://exoplanets.nasa.gov//exoplanet-catalog/1352/hat-p-30-b/
hat-p-31-b,"""HAT-P-31 b is a gas giant exoplanet that orbits an F-type star. Its mass is 2.27 Jupiters, it takes 5 days to complete one orbit of its star, and is 0.061 AU from its star. Its discovery was announced in 2011.""",2011,Transit,2.27 Jupiters,1.09 x Jupiter,Gas Giant,0.061 AU,0.25,5 days,exoplanet_details/hat-p-31-b/,b66e0afc-ab1b-4f73-a83f-eccb7eeed2c0,https://exoplanets.nasa.gov//exoplanet-catalog/1433/hat-p-31-b/
hat-p-32-b,"""HAT-P-32 b is a gas giant exoplanet that orbits an F-type star. Its mass is 0.68 Jupiters, it takes 2.2 days to complete one orbit of its star, and is 0.03397 AU from its star. Its discovery was announced in 2011.""",2011,Transit,0.68 Jupiters,1.98 x Jupiter,Gas Giant,0.03397 AU,0.16,2.2 days,exoplanet_details/hat-p-32-b/,8e1ee787-4cf7-4610-98f8-da0c8e1fd3b8,https://exoplanets.nasa.gov//exoplanet-catalog/1434/hat-p-32-b/
hat-p-33-b,"""HAT-P-33 b is a gas giant exoplanet that orbits an F-type star. Its mass is 0.92 Jupiters, it takes 3.5 days to complete one orbit of its star, and is 0.04995 AU from its star. Its discovery was announced in 2011.""",2011,Transit,0.92 Jupiters,1.85 x Jupiter,Gas Giant,0.04995 AU,0.0,3.5 days,exoplanet_details/hat-p-33-b/,e9ed43f3-4bb0-4e8c-ac5b-416e2dc85957,https://exoplanets.nasa.gov//exoplanet-catalog/1435/hat-p-33-b/
hat-p-34-b,"""HAT-P-34 b is a gas giant exoplanet that orbits an F-type star. Its mass is 3.33 Jupiters, it takes 5.5 days to complete one orbit of its star, and is 0.06774 AU from its star. Its discovery was announced in 2011.""",2011,Transit,3.33 Jupiters,1.197 x Jupiter,Gas Giant,0.06774 AU,0.43,5.5 days,exoplanet_details/hat-p-34-b/,320ec443-67d1-406f-b1f9-9d3bbfa03121,https://exoplanets.nasa.gov//exoplanet-catalog/1436/hat-p-34-b/
hat-p-35-b,"""HAT-P-35 b is a gas giant exoplanet that orbits an F-type star. Its mass is 1.056 Jupiters, it takes 3.6 days to complete one orbit of its star, and is 0.04978 AU from its star. Its discovery was announced in 2011.""",2011,Transit,1.056 Jupiters,1.332 x Jupiter,Gas Giant,0.04978 AU,< 0.02,3.6 days,exoplanet_details/hat-p-35-b/,695b5feb-0d0e-40b4-9a67-ec3d6b89b174,https://exoplanets.nasa.gov//exoplanet-catalog/257/hat-p-35-b/
hat-p-36-b,"""HAT-P-36 b is a gas giant exoplanet that orbits a G-type star. Its mass is 1.8482 Jupiters, it takes 1.3 days to complete one orbit of its star, and is 0.0241 AU from its star. Its discovery was announced in 2011.""",2011,Transit,1.8482 Jupiters,1.277 x Jupiter,Gas Giant,0.0241 AU,0.06,1.3 days,exoplanet_details/hat-p-36-b/,f0e7ae1c-f655-4dec-8c0b-f8cda27ae1f0,https://exoplanets.nasa.gov//exoplanet-catalog/1252/hat-p-36-b/
hat-p-37-b,"""HAT-P-37 b is a gas giant exoplanet that orbits a G-type star. Its mass is 1.169 Jupiters, it takes 2.8 days to complete one orbit of its star, and is 0.0379 AU from its star. Its discovery was announced in 2011.""",2011,Transit,1.169 Jupiters,1.178 x Jupiter,Gas Giant,0.0379 AU,0.06,2.8 days,exoplanet_details/hat-p-37-b/,80dac0d4-a543-4556-81bd-3743b6e4d4a9,https://exoplanets.nasa.gov//exoplanet-catalog/1253/hat-p-37-b/
hat-p-38-b,"""HAT-P-38 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.267 Jupiters, it takes 4.6 days to complete one orbit of its star, and is 0.0523 AU from its star. Its discovery was announced in 2012.""",2012,Transit,0.267 Jupiters,0.825 x Jupiter,Gas Giant,0.0523 AU,0.07,4.6 days,exoplanet_details/hat-p-38-b/,7c99cb90-dac6-48ee-84c2-ab6cbb9122bc,https://exoplanets.nasa.gov//exoplanet-catalog/1254/hat-p-38-b/
hat-p-39-b,"""HAT-P-39 b is a gas giant exoplanet that orbits an F-type star. Its mass is 0.599 Jupiters, it takes 3.5 days to complete one orbit of its star, and is 0.0509 AU from its star. Its discovery was announced in 2012.""",2012,Transit,0.599 Jupiters,1.571 x Jupiter,Gas Giant,0.0509 AU,0.0,3.5 days,exoplanet_details/hat-p-39-b/,6c18c68b-b63b-4629-ac58-91c11174bdc4,https://exoplanets.nasa.gov//exoplanet-catalog/1255/hat-p-39-b/
hat-p-4-b,"""HAT-P-4 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.671 Jupiters, it takes 3.1 days to complete one orbit of its star, and is 0.04438 AU from its star. Its discovery was announced in 2007.""",2007,Transit,0.671 Jupiters,1.274 x Jupiter,Gas Giant,0.04438 AU,0.0,3.1 days,exoplanet_details/hat-p-4-b/,4d781522-3246-4779-955f-b8a140671c6f,https://exoplanets.nasa.gov//exoplanet-catalog/258/hat-p-4-b/
